EVENTTYPESEQ	COMPENSATIONDATE	ISRUNNABLE	PRODUCTNAME	GENERICATTRIBUTE1	VALUE
8709	11-15-2013 00:00:00	0	Monaco	Kimberly-Clark Corporation	41
8709	11-15-2013 00:00:00	0	Monaco	Cricket Communications	1937
8709	11-15-2013 00:00:00	0	Monaco	Cricket Communications	484
8709	11-15-2013 00:00:00	0	Monaco	Cricket Communications	484
8709	11-15-2013 00:00:00	0	Monaco	Cricket Communications	-726
8709	11-15-2013 00:00:00	0	Monaco	Cricket Communications	-272
8709	11-15-2013 00:00:00	0	Monaco	Cricket Communications	-84
8709	11-15-2013 00:00:00	0	iCentera	"NBA Properties, Inc."	222
8709	11-15-2013 00:00:00	0	iCentera	"NBA Properties, Inc."	56
8709	11-15-2013 00:00:00	0	iCentera	"NBA Properties, Inc."	56
8709	11-15-2013 00:00:00	0	Monaco	Bluegreen Corporation	1035
8709	11-15-2013 00:00:00	0	Monaco	Bluegreen Corporation	227
8709	11-15-2013 00:00:00	0	Monaco	Bluegreen Corporation	130
8709	11-15-2013 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	1066
8709	11-15-2013 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	267
8709	11-15-2013 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	267
8709	11-15-2013 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	400
8709	11-15-2013 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	134
8709	11-15-2013 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	46
8709	11-15-2013 00:00:00	0	On-Premise License	AIG American General Life Companies -1	97650
8709	11-15-2013 00:00:00	0	Webcom	AIG American General Life Companies -1	39375
8709	11-15-2013 00:00:00	0	Maintenance	AIG American General Life Companies -1	25200
8709	11-15-2013 00:00:00	0	On-Premise License	AIG American General Life Companies -1	15915
8709	11-15-2013 00:00:00	0	Webcom	AIG American General Life Companies -1	5305
8709	11-15-2013 00:00:00	0	Maintenance	AIG American General Life Companies -1	3395
8709	11-15-2013 00:00:00	0	On-Premise License	Medical Card Systems	13500
8709	11-15-2013 00:00:00	0	On-Premise License	Medical Card Systems	780
8709	11-15-2013 00:00:00	0	Actek	Medical Card Systems	3600
8709	11-15-2013 00:00:00	0	Actek	Medical Card Systems	208
8709	11-15-2013 00:00:00	0	Maintenance	Medical Card Systems	2700
8709	11-15-2013 00:00:00	0	Maintenance	Medical Card Systems	156
8709	11-15-2013 00:00:00	0	Services	Medical Card Systems	2639
8709	11-15-2013 00:00:00	0	Services	Medical Card Systems	660
8709	11-15-2013 00:00:00	0	Monaco	Caterpillar Inc	11250
8709	11-15-2013 00:00:00	0	Monaco	Caterpillar Inc	1299
8709	11-15-2013 00:00:00	0	Webcom	"PointClickCare, Inc"	378
8709	11-15-2013 00:00:00	0	Webcom	"PointClickCare, Inc"	141
8709	11-15-2013 00:00:00	0	Webcom	"PointClickCare, Inc"	44
8709	11-15-2013 00:00:00	0	Monaco	Cricket Communications	5400
8709	11-15-2013 00:00:00	0	Monaco	Cricket Communications	2019
8709	11-15-2013 00:00:00	0	Monaco	Cricket Communications	624
8709	11-15-2013 00:00:00	0	Monaco	Bank Of New York Mellon Corp	716
8709	11-15-2013 00:00:00	0	Monaco	Bank Of New York Mellon Corp	179
8709	11-15-2013 00:00:00	0	Monaco	Bank Of New York Mellon Corp	179
8709	11-15-2013 00:00:00	0	Monaco	Bank Of New York Mellon Corp	97
8709	11-15-2013 00:00:00	0	Monaco	Bank Of New York Mellon Corp	52
8709	11-15-2013 00:00:00	0	Monaco	Bank Of New York Mellon Corp	11
8709	11-15-2013 00:00:00	0	Maintenance	NC Farm Bureau Insurance Group	536
8709	11-15-2013 00:00:00	0	Maintenance	NC Farm Bureau Insurance Group	965
8709	11-15-2013 00:00:00	0	Maintenance	NC Farm Bureau Insurance Group	162
8709	11-15-2013 00:00:00	0	Maintenance	NC Farm Bureau Insurance Group	56
8709	11-15-2013 00:00:00	0	Maintenance	AllState Insurance Co.	1789
8709	11-15-2013 00:00:00	0	Maintenance	AllState Insurance Co.	1932
8709	11-15-2013 00:00:00	0	Maintenance	AllState Insurance Co.	324
8709	11-15-2013 00:00:00	0	Maintenance	AllState Insurance Co.	112
8709	11-15-2013 00:00:00	0	Maintenance	JP Morgan Chase Bank	478
8709	11-15-2013 00:00:00	0	Maintenance	JP Morgan Chase Bank	80
8709	11-15-2013 00:00:00	0	Maintenance	JP Morgan Chase Bank	28
8709	11-15-2013 00:00:00	0	Maintenance	JP Morgan Chase Bank	664
8881	11-15-2013 00:00:00	0	Training	"Cablevision Lightpath, Inc."	-6500
8705	11-15-2013 00:00:00	0	Training	"Cablevision Lightpath, Inc."	6500
8709	11-15-2013 00:00:00	0	Monaco	AvMed Inc.	832
8709	11-15-2013 00:00:00	0	Monaco	AvMed Inc.	208
8709	11-15-2013 00:00:00	0	Monaco	AvMed Inc.	208
8709	11-15-2013 00:00:00	0	Monaco	AvMed Inc.	1017
8709	11-15-2013 00:00:00	0	Monaco	AvMed Inc.	274
8709	11-15-2013 00:00:00	0	Monaco	AvMed Inc.	59
8881	11-15-2013 00:00:00	0	Training	"Cincinnati Bell, Inc"	-24000
8881	11-15-2013 00:00:00	0	Training	"Cincinnati Bell, Inc"	9600
8709	11-15-2013 00:00:00	0	Maintenance	AIG American General Life Companies -1	1455
8709	11-15-2013 00:00:00	0	Webcom	AIG American General Life Companies -1	2274
8709	11-15-2013 00:00:00	0	On-Premise License	AIG American General Life Companies -1	6821
8705	11-18-2013 00:00:00	0	Litmos	Deacons	1188
8881	11-19-2013 00:00:00	0	Services	American General Life Companies (AIG)	86880
8705	11-21-2013 00:00:00	0	Leadformix	Easy Solutions	5988
8705	11-21-2013 00:00:00	0	Leadformix	Colliers International	8388
8982	11-21-2013 00:00:00	0	Monaco	Ingersoll-Rand Company	596680
8881	11-21-2013 00:00:00	0	Services	Atlas Copco Specialty Rental	29572
8982	11-21-2013 00:00:00	0	Actek	"USHealth Group, Inc."	37700
8982	11-21-2013 00:00:00	0	Maintenance	"USHealth Group, Inc."	0
8705	11-22-2013 00:00:00	0	Leadformix	CodeNomicon	1200
8705	11-25-2013 00:00:00	0	Monaco	ADT Security Services Inc. - US	30000
8982	11-26-2013 00:00:00	0	iCentera	Value Selling Associates	18069
8705	11-26-2013 00:00:00	0	iCentera	Value Selling Associates	903
8881	11-26-2013 00:00:00	0	Services	PWC Global	60600
8982	11-26-2013 00:00:00	0	Monaco	Lab Corp of America Holdings	678600
8705	11-26-2013 00:00:00	0	Monaco	Lab Corp of America Holdings	35627
8705	11-26-2013 00:00:00	0	Leadformix	Powerhouse Inc	4188
8705	11-29-2013 00:00:00	0	Leadformix	Walkgrove	6800
8982	11-29-2013 00:00:00	0	Monaco	Vodafone Ltd (UK)	20255
8709	11-29-2013 00:00:00	0	Maintenance	CIMB Bank Berhad	234
8709	11-29-2013 00:00:00	0	Maintenance	CIMB Bank Berhad	0
8705	11-30-2013 00:00:00	0	Leadformix	Applanix_LeadFormix	5988
8705	11-30-2013 00:00:00	0	Leadformix	Mind-Storm_LeadFormix	2400
8705	11-30-2013 00:00:00	0	Litmos	Roshni	1188
8982	12-01-2013 00:00	0	BPO	"ESPN, Inc"	381875
8705	12-01-2013 00:00	0	BPO	"ESPN, Inc"	19094
9182	12-01-2013 00:00	0	Maintenance	AIA - China	5000
8881	12-01-2013 00:00	0	Training	"Dolby Laboratories, Inc"	3800
8705	12-01-2013 00:00	0	Webcom	"Alpha Delta, Inc"	48
8982	12-01-2013 00:00	0	Webcom	"Alpha Delta, Inc"	960
8982	12-01-2013 00:00	0	Monaco	Caterpillar Inc	394440
8705	12-01-2013 00:00	0	Monaco	Caterpillar Inc	305560
8705	12-01-2013 00:00	0	Litmos	Medical Card Systems	8388
8705	12-03-2013 00:00	0	BPO	Gateway Health Plan	210823
8705	12-03-2013 00:00	0	Actek	HealthPlus of Michigan	200000
8881	12-03-2013 00:00	0	Services	Comcast Cable Communications LLC	149480
8982	12-03-2013 00:00	0	Webcom	"TriNet Group, Inc."	24000
8705	12-03-2013 00:00	0	Webcom	"TriNet Group, Inc."	1200
8705	12-03-2013 00:00	0	Litmos	DR FUNG'S CLASSES	1188
8705	12-03-2013 00:00	0	Monaco	"BMC Software, Inc."	242806
8881	12-03-2013 00:00	0	Services	"BMC Software, Inc."	739200
8705	12-03-2013 00:00	0	Webcom	"BMC Software, Inc."	80731
8705	12-03-2013 00:00	0	Training	"BMC Software, Inc."	31485
8881	12-03-2013 00:00	0	Training	"BMC Software, Inc."	22500
8705	12-03-2013 00:00	0	Territory & Quota	"BMC Software, Inc."	141279
8705	12-03-2013 00:00	0	Training	"BMC Software, Inc."	6458
8705	12-03-2013 00:00	0	Monaco	"BMC Software, Inc."	57954
8705	12-03-2013 00:00	0	Webcom	"BMC Software, Inc."	19269
8705	12-03-2013 00:00	0	Training	"BMC Software, Inc."	7515
8705	12-03-2013 00:00	0	Territory & Quota	"BMC Software, Inc."	33721
8705	12-03-2013 00:00	0	Training	"BMC Software, Inc."	1542
8709	12-03-2013 00:00	0	Territory & Quota	"BMC Software, Inc."	6358
8709	12-03-2013 00:00	0	Territory & Quota	"BMC Software, Inc."	1517
8709	12-03-2013 00:00	0	Territory & Quota	"BMC Software, Inc."	10000
8982	12-04-2013 00:00	0	BPO	Arris Solution Inc.	37500
8705	12-04-2013 00:00	0	BPO	Arris Solution Inc.	1875
8881	12-04-2013 00:00	0	Services	Cablevision S.A. DE C.V.	40800
9185	12-05-2013 00:00	0	On-Premise License	BlueCross BlueShield of Arkansas	291550
9186	12-05-2013 00:00	0	Maintenance	BlueCross BlueShield of Arkansas	58100
9185	12-05-2013 00:00	0	Webcom	BlueCross BlueShield of Arkansas	124950
9186	12-05-2013 00:00	0	Maintenance	BlueCross BlueShield of Arkansas	24900
8881	12-05-2013 00:00	0	Services	BlueCross BlueShield of Arkansas	0
8881	12-05-2013 00:00	0	Training	Intuit Inc.	12000
8705	12-06-2013 00:00	0	Webcom	Times Microwave Systems	24840
8881	12-06-2013 00:00	0	Services	Times Microwave Systems	35700
8881	12-06-2013 00:00	0	Services	FedEx Corporation	105671
8705	12-06-2013 00:00	0	Webcom	Digital Pacific Pty Ltd	2959
9185	12-06-2013 00:00	0	On-Premise License	Regions Financial	1205568
8981	12-06-2013 00:00	0	Maintenance	Regions Financial	0
9186	12-06-2013 00:00	0	On-Premise License	Regions Financial	229632
8981	12-06-2013 00:00	0	Maintenance	Regions Financial	516672
8982	12-09-2013 00:00	0	Webcom	Schneider  Electric	42000
8705	12-09-2013 00:00	0	Webcom	Schneider  Electric	85385
8705	12-09-2013 00:00	0	Webcom	Atlas Copco Construction Mining Technique	4590
8881	12-09-2013 00:00	0	Services	"Juniper Networks, Inc."	22000
8881	12-09-2013 00:00	0	Services	Ingersoll-Rand Company	27000
8982	12-10-2013 00:00	0	Webcom	"Grayhill, Inc."	15750
8705	12-10-2013 00:00	0	Webcom	"Grayhill, Inc."	780
8982	12-10-2013 00:00	0	Webcom	Grayhill Inc.-Responsibility	11850
8705	12-10-2013 00:00	0	Webcom	Grayhill Inc.-Responsibility	593
8982	12-10-2013 00:00	0	Webcom	PKWARE	6710
8705	12-10-2013 00:00	0	Monaco	Novartis Pharma AG	62700
8982	12-10-2013 00:00	0	Monaco	Novartis Pharma AG	38760
8881	12-10-2013 00:00	0	Services	Novartis Pharma AG	0
9186	12-11-2013 00:00	0	Maintenance	"Seguros Monterrey New York Life, S.A. De C.V."	90240
9185	12-11-2013 00:00	0	On-Premise License	"Seguros Monterrey New York Life, S.A. De C.V."	473760
9186	12-11-2013 00:00	0	Maintenance	"America Movil Group : Radiomóvil Dipsa, S.A. de C.V."	0
9186	12-11-2013 00:00	0	Maintenance	"America Movil Group : Comunicación Celuar, S.A."	0
9186	12-11-2013 00:00	0	Maintenance	"America Movil Group : Claro, S.A."	0
9186	12-11-2013 00:00	0	Maintenance	"America Movil Group : Radiomóvil Dipsa, S.A. de C.V."	0
9182	12-11-2013 00:00	0	Maintenance	"America Movil Group : Comunicación Celuar, S.A."	0
9186	12-11-2013 00:00	0	Maintenance	"America Movil Group : Claro, S.A."	0
8982	12-11-2013 00:00	0	Webcom	Atlas Copco Construction Mining Technique	12240
8705	12-11-2013 00:00	0	Webcom	Atlas Copco Construction Mining Technique	245
8982	12-11-2013 00:00	0	Webcom	CVI Laser LLC	8498
8705	12-11-2013 00:00	0	Webcom	CVI Laser LLC	260
9186	12-11-2013 00:00	0	Maintenance	"America Movil Group : Claro Chile, S.A."	0
9186	12-11-2013 00:00	0	Maintenance	"America Movil Group : Claro Chile, S.A."	0
8982	12-12-2013 00:00	0	BPO	"MetroPCS Wireless, Inc."	378200
8705	12-12-2013 00:00	0	BPO	"MetroPCS Wireless, Inc."	13237
8982	12-13-2013 00:00:00	0	Monaco	Health Care Service Corporation	925000
8982	12-13-2013 00:00:00	0	Monaco	TASC	99000
8705	12-13-2013 00:00:00	0	Monaco	TASC	16566
8705	12-13-2013 00:00:00	0	Monaco	TASC	13489
8705	12-13-2013 00:00:00	0	Monaco	Health Care Service Corporation	60000
8982	12-13-2013 00:00:00	0	iCentera	Quantum Corporation	99689
8709	12-15-2013 00:00:00	0	Webcom	"Starwood Vacation Ownership, Inc"	329
8709	12-15-2013 00:00:00	0	Monaco	Comba Telecom Ltd	24
8709	12-15-2013 00:00:00	0	Monaco	Comba Telecom Ltd	24
8709	12-15-2013 00:00:00	0	Webcom	"Starwood Vacation Ownership, Inc"	768
8709	12-15-2013 00:00:00	0	Monaco	"Starwood Vacation Ownership, Inc"	176
8709	12-15-2013 00:00:00	0	Monaco	"Starwood Vacation Ownership, Inc"	37
8709	12-15-2013 00:00:00	0		Great Eastern Life Assurance Co. Ltd.	3053
8709	12-15-2013 00:00:00	0	Monaco	"Concentra, Inc."	241
8709	12-15-2013 00:00:00	0	Monaco	"Concentra, Inc."	64
8709	12-15-2013 00:00:00	0	Monaco	"Concentra, Inc."	56
8709	12-15-2013 00:00:00	0	Webcom	Shimadzu	67
8709	12-15-2013 00:00:00	0	Webcom	Shimadzu	19
8709	12-15-2013 00:00:00	0	Webcom	Shimadzu	14
8709	12-15-2013 00:00:00	0	BPO	Tufts Associated Health Plans Inc.	1607
8709	12-15-2013 00:00:00	0	BPO	Tufts Associated Health Plans Inc.	186
8709	12-15-2013 00:00:00	0	BPO	"TriNet Group, Inc."	3480
8709	12-15-2013 00:00:00	0	BPO	"TriNet Group, Inc."	1167
8709	12-15-2013 00:00:00	0	BPO	"TriNet Group, Inc."	402
8709	12-15-2013 00:00:00	0	BPO	Telstra International Hong Kong	3645
8709	12-15-2013 00:00:00	0	BPO	Telstra International Hong Kong	1215
8709	12-15-2013 00:00:00	0	BPO	Telstra International Hong Kong	421
8709	12-15-2013 00:00:00	0	BPO	"Philips Electronics, NA-Phillips IT Applications"	2270
8709	12-15-2013 00:00:00	0	BPO	"Philips Electronics, NA-Phillips IT Applications"	567
8709	12-15-2013 00:00:00	0	BPO	"Philips Electronics, NA-Phillips IT Applications"	567
8709	12-15-2013 00:00:00	0	BPO	"Philips Electronics, NA-Phillips IT Applications"	638
8709	12-15-2013 00:00:00	0	BPO	"Philips Electronics, NA-Phillips IT Applications"	214
8709	12-15-2013 00:00:00	0	BPO	"Philips Electronics, NA-Phillips IT Applications"	74
8709	12-15-2013 00:00:00	0	BPO	"Philips Electronics, NA-Phillips IT Applications"	660
8709	12-15-2013 00:00:00	0	BPO	"Philips Electronics, NA-Phillips IT Applications"	165
8709	12-15-2013 00:00:00	0	BPO	"Philips Electronics, NA-Phillips IT Applications"	165
8709	12-15-2013 00:00:00	0	BPO	"Philips Electronics, NA-Phillips IT Applications"	186
8709	12-15-2013 00:00:00	0	BPO	"Philips Electronics, NA-Phillips IT Applications"	62
8709	12-15-2013 00:00:00	0	BPO	"Philips Electronics, NA-Phillips IT Applications"	21
8709	12-15-2013 00:00:00	0	Monaco	Kimberly-Clark Corporation	164
8709	12-15-2013 00:00:00	0	Monaco	Kimberly-Clark Corporation	41
8709	12-15-2013 00:00:00	0	Monaco	Kimberly-Clark Corporation	41
8709	12-15-2013 00:00:00	0	BPO	"Genentech, Inc."	1086
8709	12-15-2013 00:00:00	0	BPO	"Genentech, Inc."	292
8709	12-15-2013 00:00:00	0	BPO	"Genentech, Inc."	239
8709	12-15-2013 00:00:00	0	BPO	"Genentech, Inc."	627
8709	12-15-2013 00:00:00	0	BPO	"Genentech, Inc."	143
8709	12-15-2013 00:00:00	0	BPO	"Genentech, Inc."	86
8709	12-15-2013 00:00:00	0	Actek	"Excellus Health Plan, Inc."	719
8709	12-15-2013 00:00:00	0	Actek	"Excellus Health Plan, Inc."	2670
8709	12-15-2013 00:00:00	0	Actek	"Excellus Health Plan, Inc."	308
8709	12-15-2013 00:00:00	0	Managed Services	Idea Cellular	2531
8709	12-15-2013 00:00:00	0	Managed Services	Idea Cellular	844
8709	12-15-2013 00:00:00	0	Managed Services	Idea Cellular	292
8709	12-15-2013 00:00:00	0	Monaco	Blue Cross Blue Shield Rhode Island	55
8709	12-15-2013 00:00:00	0	Monaco	Blue Cross Blue Shield Rhode Island	18
8709	12-15-2013 00:00:00	0	Monaco	Blue Cross Blue Shield Rhode Island	12
8709	12-15-2013 00:00:00	0	Monaco	US Bank (Firstar)	1072
8709	12-15-2013 00:00:00	0	Monaco	US Bank (Firstar)	268
8709	12-15-2013 00:00:00	0	Monaco	"Medtronic, Inc."	1069
8709	12-15-2013 00:00:00	0	Monaco	"Medtronic, Inc."	267
8709	12-15-2013 00:00:00	0	BPO	"Novartis Vaccines and Diagnostics, Inc."	2025
8709	12-15-2013 00:00:00	0	BPO	"Novartis Vaccines and Diagnostics, Inc."	546
8709	12-15-2013 00:00:00	0	BPO	"Novartis Vaccines and Diagnostics, Inc."	117
8709	12-15-2013 00:00:00	0	BPO	Millennium: The Takeda Oncology Company	216
8709	12-15-2013 00:00:00	0	BPO	Millennium: The Takeda Oncology Company	54
8709	12-15-2013 00:00:00	0	BPO	Millennium: The Takeda Oncology Company	54
8709	12-15-2013 00:00:00	0	Webcom	"PointClickCare, Inc"	378
8709	12-15-2013 00:00:00	0	Webcom	"PointClickCare, Inc"	141
8709	12-15-2013 00:00:00	0	Webcom	"PointClickCare, Inc"	44
8709	12-15-2013 00:00:00	0	BPO	"Blue Coat Systems, Inc."	4455
8709	12-15-2013 00:00:00	0	Monaco	Arris Solution Inc.	230
8709	12-15-2013 00:00:00	0	Monaco	"Concentra, Inc."	5659
8709	12-15-2013 00:00:00	0	Monaco	"Cablevision Lightpath, Inc."	3572
8709	12-15-2013 00:00:00	0	BPO	"Blue Coat Systems, Inc."	747
8709	12-15-2013 00:00:00	0	Monaco	Arris Solution Inc.	58
8709	12-15-2013 00:00:00	0	Monaco	"Concentra, Inc."	2116
8709	12-15-2013 00:00:00	0	Monaco	"Cablevision Lightpath, Inc."	1925
8709	12-15-2013 00:00:00	0	BPO	"Blue Coat Systems, Inc."	257
8709	12-15-2013 00:00:00	0	Monaco	Arris Solution Inc.	58
8709	12-15-2013 00:00:00	0	Monaco	"Concentra, Inc."	654
8709	12-15-2013 00:00:00	0	Monaco	"Cablevision Lightpath, Inc."	413
8709	12-15-2013 00:00:00	0	Maintenance	Thrivent Financial	1042
8709	12-15-2013 00:00:00	0	Maintenance	Thrivent Financial	1125
8709	12-15-2013 00:00:00	0	Maintenance	Allianz SE : Allianz Life Insurance Company	650
8709	12-15-2013 00:00:00	0	Maintenance	Allianz SE : Allianz Life Insurance Company	1170
8709	12-15-2013 00:00:00	0	Maintenance	Thrivent Financial	189
8709	12-15-2013 00:00:00	0	Maintenance	Allianz SE : Allianz Life Insurance Company	196
8709	12-15-2013 00:00:00	0	Maintenance	Thrivent Financial	65
8709	12-15-2013 00:00:00	0	Maintenance	Allianz SE : Allianz Life Insurance Company	68
8709	12-15-2013 00:00:00	0	Term License	XL Health	6300
8709	12-15-2013 00:00:00	0	Term License	XL Health	1080
8709	12-15-2013 00:00:00	0	Maintenance	XL Health	382
8709	12-15-2013 00:00:00	0	Term License	XL Health	364
8709	12-15-2013 00:00:00	0	Term License	XL Health	270
8709	12-15-2013 00:00:00	0	Maintenance	XL Health	382
8709	12-15-2013 00:00:00	0	BPO	Cadence	1008
8709	12-15-2013 00:00:00	0	Monaco	Amgen U.S.A. Inc.	2012
8709	12-15-2013 00:00:00	0	BPO	"World Wide Technology, Inc."	1526
8709	12-15-2013 00:00:00	0	Monaco	JDS Uniphase	728
8709	12-15-2013 00:00:00	0	Monaco	JDS Uniphase	546
8709	12-15-2013 00:00:00	0	BPO	Cadence	252
8709	12-15-2013 00:00:00	0	BPO	Cadence	252
8709	12-15-2013 00:00:00	0	Monaco	Amgen U.S.A. Inc.	503
8709	12-15-2013 00:00:00	0	Monaco	Amgen U.S.A. Inc.	503
8709	12-15-2013 00:00:00	0	BPO	"World Wide Technology, Inc."	571
8709	12-15-2013 00:00:00	0	BPO	"World Wide Technology, Inc."	176
8709	12-15-2013 00:00:00	0	Monaco	JDS Uniphase	182
8709	12-15-2013 00:00:00	0	Monaco	JDS Uniphase	182
8709	12-15-2013 00:00:00	0	Monaco	JDS Uniphase	91
8709	12-15-2013 00:00:00	0	Monaco	JDS Uniphase	32
8709	12-15-2013 00:00:00	0	Monaco	Vivint	1452
8705	12-15-2013 00:00:00	0	Litmos	The College of Law	-7200
8705	12-15-2013 00:00:00	0	Litmos	The College of Law	7200
8709	12-15-2013 00:00:00	0	Monaco	Lab Corp of America Holdings	7278
8709	12-15-2013 00:00:00	0	Monaco	Lab Corp of America Holdings	1882
8709	12-15-2013 00:00:00	0	Monaco	Lab Corp of America Holdings	1203
8705	12-16-2013 00:00:00	0	Webcom	Schneider  Electric	29172
8981	12-16-2013 00:00:00	0	Webcom	Schneider  Electric	58344
8881	12-16-2013 00:00:00	0	Services	Schneider  Electric	70160
8705	12-16-2013 00:00:00	0	Webcom	Starrett Kinemetric Engineering Inc.	96
8705	12-17-2013 00:00:00	0	Leadformix	Newgen Software	12000
8705	12-17-2013 00:00:00	0	Leadformix	Polaris Financal Technologies	1068
8881	12-17-2013 00:00:00	0	Services	Atlas Copco Construction Mining Technique	10800
8705	12-18-2013 00:00:00	0	Litmos	Solta Medical	8388
8705	12-18-2013 00:00:00	0	Rapid Intake	Solta Medical -1	2840
8982	12-19-2013 00:00:00	0	Maintenance	Prudential Life Insurance Co. of Korea	16000
9186	12-19-2013 00:00:00	0	Maintenance	Prudential Life Insurance Co. of Korea	800
8705	12-19-2013 00:00:00	0	Monaco	Amgen U.S.A. Inc.	83826
8982	12-19-2013 00:00:00	0	BPO	"Novartis Vaccines and Diagnostics, Inc."	50000
8705	12-19-2013 00:00:00	0	BPO	"Novartis Vaccines and Diagnostics, Inc."	5000
8982	12-20-2013 00:00:00	0	Litmos	Quantum Corporation	28800
8982	12-20-2013 00:00:00	0	Webcom	NLT Australia Pty Ltd	3744
8705	12-20-2013 00:00:00	0	Webcom	NLT Australia Pty Ltd	535
8982	12-20-2013 00:00:00	0	Webcom	Beam Communications PTY Ltd	963
8705	12-20-2013 00:00:00	0	Webcom	Beam Communications PTY Ltd	48
8705	12-20-2013 00:00:00	0	Litmos	"Seguros Monterrey New York Life, S.A. De C.V."	17988
8982	12-20-2013 00:00:00	0	Webcom	"Superior Boiler Works, Inc."	10428
8705	12-20-2013 00:00:00	0	Webcom	"Superior Boiler Works, Inc."	521
8881	12-20-2013 00:00:00	0	iCentera	Druva	21060
8881	12-20-2013 00:00:00	0	iCentera	Druva	8845
8705	12-20-2013 00:00:00	0	Monaco	"John Hancock Financial Services, Inc."	720000
8705	12-20-2013 00:00:00	0	Webcom	"John Hancock Financial Services, Inc."	157500
8881	12-20-2013 00:00:00	0	Services	"John Hancock Financial Services, Inc."	0
8981	12-20-2013 00:00:00	0	Monaco	"John Hancock Financial Services, Inc."	0
8981	12-20-2013 00:00:00	0	Webcom	"John Hancock Financial Services, Inc."	0
8705	12-20-2013 00:00:00	0	Monaco	"John Hancock Financial Services, Inc."	80000
8705	12-20-2013 00:00:00	0	Webcom	"John Hancock Financial Services, Inc."	17500
8881	12-20-2013 00:00:00	0	Services	"John Hancock Financial Services, Inc."	1436000
8981	12-20-2013 00:00:00	0	Monaco	"John Hancock Financial Services, Inc."	1600000
8981	12-20-2013 00:00:00	0	Webcom	"John Hancock Financial Services, Inc."	350000
8982	12-23-2013 00:00:00	0	Monaco	Megapath (COVAD)	182774
8705	12-23-2013 00:00:00	0	Monaco	Megapath (COVAD)	4686
8982	12-23-2013 00:00:00	0	BPO	Megapath (COVAD)	40800
8705	12-23-2013 00:00:00	0	BPO	Megapath (COVAD)	4880
8881	12-23-2013 00:00:00	0	Services	HealthPlus of Michigan	0
8981	12-23-2013 00:00:00	0	Actek	HealthPlus of Michigan	400000
8982	12-24-2013 00:00:00	0	Monaco	Combined Insurance Co. of America	466800
8705	12-24-2013 00:00:00	0	Monaco	Combined Insurance Co. of America	132023
8705	12-24-2013 00:00:00	0	Monaco	Combined Insurance Co. of America	201177
8881	12-26-2013 00:00:00	0	Services	Idea Cellular	114624
8705	12-26-2013 00:00:00	0	Litmos	Edmunds.com	0
8705	12-26-2013 00:00:00	0	Monaco	Edmunds.com	0
8705	12-26-2013 00:00:00	0	Monaco	Edmunds.com	49000
8705	12-26-2013 00:00:00	0	Leadformix	Cree Inc.	31788
8705	12-26-2013 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	51322
8982	12-26-2013 00:00:00	0	Webcom	"Flow Design, Inc."	69000
8705	12-26-2013 00:00:00	0	Webcom	"Flow Design, Inc."	3450
8705	12-26-2013 00:00:00	0	Webcom	TIME dotCom Berhad	3840
8705	12-26-2013 00:00:00	0	Webcom	TIME dotCom Berhad	960
8881	12-26-2013 00:00:00	0	Services	"PointClickCare, Inc"	20259
8705	12-26-2013 00:00:00	0	Litmos	Forex Watchers	588
8705	12-26-2013 00:00:00	0	Litmos	Fargo Training Center	3289
8881	12-27-2013 00:00:00	0	Services	TCS : TCS Ecuador	346000
8705	12-27-2013 00:00:00	0	Monaco	Arris Solution Inc.	8800
8705	12-27-2013 00:00:00	0	Litmos	Google Inc. -1	14400
8705	12-28-2013 00:00:00	0	Monaco	Violin Memory	10500
8705	12-28-2013 00:00:00	0	Litmos	Violin Memory	788
8705	12-28-2013 00:00:00	0	Monaco	Violin Memory	0
8705	12-28-2013 00:00:00	0	Leadformix	Violin Memory	2100
8705	12-28-2013 00:00:00	0	Webcom	Violin Memory	10500
8705	12-28-2013 00:00:00	0	iCentera	Violin Memory	5250
8705	12-28-2013 00:00:00	0	Monaco	Violin Memory	5250
8705	12-28-2013 00:00:00	0	Monaco	Violin Memory	0
8705	12-28-2013 00:00:00	0	Monaco	Violin Memory	0
8705	12-28-2013 00:00:00	0	Monaco	Violin Memory	0
8981	12-28-2013 00:00:00	0	Monaco	Violin Memory	0
8705	12-28-2013 00:00:00	0	Monaco	Violin Memory	10500
8705	12-28-2013 00:00:00	0	Litmos	Violin Memory	788
8705	12-28-2013 00:00:00	0	Monaco	Violin Memory	0
8705	12-28-2013 00:00:00	0	Leadformix	Violin Memory	2100
8705	12-28-2013 00:00:00	0	Webcom	Violin Memory	10500
8705	12-28-2013 00:00:00	0	iCentera	Violin Memory	5250
8705	12-28-2013 00:00:00	0	Monaco	Violin Memory	5250
8705	12-28-2013 00:00:00	0	Monaco	Violin Memory	0
8705	12-28-2013 00:00:00	0	Monaco	Violin Memory	0
8705	12-28-2013 00:00:00	0	Monaco	Violin Memory	0
